nb_pieces,lien,titre,surface,nb_chambres,annee_constr,nb_features_int,features_int,features_ext,terrain,prix,type,villes,piscine,place_parking,cuisine_amenagee,ascenseur,sous_sol,balcons,terrasses,caves,garages
2,https://www.laforet.com/agence-immobiliere/conflans/acheter/conflans-sainte-honorine/appartement-2-pieces-21448682,Appartement T2 Conflans-Sainte-Honorine,20,1,0,2,Cuisine Ouverte,,0,119000,Appartement,Conflans-Sainte-Honorine,0,0,0,0,0,0,0,0,0
3,https://www.laforet.com/agence-immobiliere/fontenaysousbois/acheter/fontenay-sous-bois/appartement-3-pieces-21448312,Appartement T3 pres de Fontenay-sous-Bois,86,2,0,4,"Cuisine Amenagee/equipee, 1 garage(s)",,0,370000,Appartement,Fontenay-sous-Bois,0,0,1,0,0,0,0,0,1
3,https://www.laforet.com/agence-immobiliere/plateaumontvalerien/acheter/suresnes/appartement-3-pieces-21448307,Appartement T3 Suresnes,57,2,1960,8,"Cuisine Independante, 1 balcon(s), 1 cave(s), 1 garage(s)",,0,400000,Appartement,Suresnes,0,0,0,0,0,1,0,1,1
4,https://www.laforet.com/agence-immobiliere/paris10saintmartin/acheter/saint-denis/appartement-4-pieces-21448244,Loft T4 Saint-Denis,86,3,1930,0,,,0,429900,Loft,Saint-Denis,0,0,0,0,0,0,0,0,0
4,https://www.laforet.com/agence-immobiliere/auneau/acheter/auneau-bleury-saint-symphorien/maison-4-pieces-21448194,Maison T4 Auneau-Bleury-Saint-Symphorien,84,3,0,2,Cuisine Simple,,0,99000,Maison,Auneau-Bleury-Saint-Symphorien,0,0,0,0,0,0,0,0,0
1,https://www.laforet.com/agence-immobiliere/conflans/acheter/conflans-sainte-honorine/appartement-1-piece-21448121,Appartement T1 Conflans-Sainte-Honorine,21,1,0,4,"Cuisine Americaine, 1 cave(s)",,0,129000,Appartement,Conflans-Sainte-Honorine,0,0,0,0,0,0,0,1,0
5,https://www.laforet.com/agence-immobiliere/noisylegrand/acheter/noisy-le-grand/maison-5-pieces-21448118,Maison T5 Noisy-le-Grand,140,4,2022,6,"1 terrasse(s), 1 cave(s), Avec sous-sol",,1,680000,Maison,Noisy-le-Grand,0,0,0,0,1,0,1,1,0
4,https://www.laforet.com/agence-immobiliere/libourne/acheter/libourne/maison-4-pieces-21448116,Maison T4 pres de Libourne,87,2,1910,8,"Cuisine Amenagee/equipee, 1 terrasse(s), 1 cave(s), Meuble",,1,245000,Maison,Libourne,0,0,1,0,0,0,1,1,0
5,https://www.laforet.com/agence-immobiliere/orvault/acheter/grandchamps-des-fontaines/maison-5-pieces-21448073,Maison T5 pres de Grandchamps-des-Fontaines,117,3,1870,2,1 terrasse(s),,1,430500,Maison,Grandchamps-des-Fontaines,0,0,0,0,0,0,1,0,0
4,https://www.laforet.com/agence-immobiliere/saint-brevin-les-pins/acheter/saint-viaud/maison-4-pieces-21448066,Maison T4 Saint-Viaud,84,3,2018,0,,,1,265000,Maison,Saint-Viaud,0,0,0,0,0,0,0,0,0
4,https://www.laforet.com/agence-immobiliere/paris11couronnes/acheter/paris-20/appartement-4-pieces-21448019,Appartement T4 Paris 20,75,3,1965,6,"Avec ascenseur, 1 balcon(s), 1 cave(s)",,0,720000,Appartement,Paris 20,0,0,0,1,0,1,0,1,0
2,https://www.laforet.com/agence-immobiliere/vitrolles/acheter/aix-en-provence/appartement-2-pieces-21448012,Appartement T2 Aix-en-Provence,40,1,0,4,"1 terrasse(s), 1 garage(s)",,0,229000,Appartement,Aix-en-Provence,0,0,0,0,0,0,1,0,1
2,https://www.laforet.com/agence-immobiliere/paris11couronnes/acheter/paris-11/appartement-2-pieces-21448008,Appartement T2 Paris 11,34,1,1974,4,"Cuisine Independante, 1 cave(s)",,0,330000,Appartement,Paris 11,0,0,0,0,0,0,0,1,0
6,https://www.laforet.com/agence-immobiliere/saintfrancois/acheter/sainte-anne/maison-6-pieces-21448005,Maison T6 Sainte-Anne,106,4,0,0,,,1,198000,Maison,Sainte-Anne,0,0,0,0,0,0,0,0,0
2,https://www.laforet.com/agence-immobiliere/paris11couronnes/acheter/paris-11/appartement-2-pieces-21448003,Appartement T2 Paris 11,23,1,1850,2,1 cave(s),,0,267000,Appartement,Paris 11,0,0,0,0,0,0,0,1,0
8,https://www.laforet.com/agence-immobiliere/nerac/acheter/nerac/maison-8-pieces-21447992,Maison T8 pres de Nerac,122,3,0,4,"Cuisine Amenagee, 1 terrasse(s)",,0,110000,Maison,Nerac,0,0,1,0,0,0,1,0,0
2,https://www.laforet.com/agence-immobiliere/paris12daumesnil/acheter/paris-12/appartement-2-pieces-21447978,Appartement T2 pres de Paris 12,31,1,1913,8,"Cuisine Independante, Avec ascenseur, 2 balcon(s), 1 cave(s)",,0,313000,Appartement,Paris 12,0,0,0,1,0,2,0,1,0
4,https://www.laforet.com/agence-immobiliere/lecannetdesmaures/acheter/vidauban/maison-4-pieces-21447968,Maison T4 Vidauban,117,3,2022,0,,Avec piscine,1,420000,Maison,Vidauban,1,0,0,0,0,0,0,0,0
4,https://www.laforet.com/agence-immobiliere/lattes/acheter/lattes/maison-4-pieces-21447877,Maison T4 Lattes,94,3,0,0,,,1,469000,Maison,Lattes,0,0,0,0,0,0,0,0,0
8,https://www.laforet.com/agence-immobiliere/stegenevieve/acheter/saint-michel-sur-orge/maison-8-pieces-21447844,Maison T8 Saint-Michel-sur-Orge,140,4,1989,6,"Cuisine Independante, 1 terrasse(s), Avec sous-sol",,1,523000,Maison,Saint-Michel-sur-Orge,0,0,0,0,1,0,1,0,0
1,https://www.laforet.com/agence-immobiliere/marseille8/acheter/marseille-09/appartement-1-piece-21447839,Appartement T1 Marseille 09,25,1,0,2,Cuisine Americaine,,0,126000,Appartement,Marseille 09,0,0,0,0,0,0,0,0,0
1,https://www.laforet.com/agence-immobiliere/paris11bastille/acheter/paris-11/appartement-1-piece-21447673,Appartement T1 Paris 11,16,1,0,0,,,0,178500,Appartement,Paris 11,0,0,0,0,0,0,0,0,0
6,https://www.laforet.com/agence-immobiliere/brive/acheter/brive-la-gaillarde/maison-6-pieces-21447534,Maison T6 pres de Brive-la-Gaillarde,101,4,1950,8,"1 balcon(s), 1 terrasse(s), Avec sous-sol, 1 garage(s)",2 place(s) ext.,1,183000,Maison,Brive-la-Gaillarde,0,2,0,0,1,1,1,0,1
6,https://www.laforet.com/agence-immobiliere/riom/acheter/serbannes/maison-6-pieces-21447508,Maison T6 Serbannes,207,4,2012,6,"1 balcon(s), 3 terrasse(s), 1 garage(s)",Avec piscine,1,628000,Maison,Serbannes,1,0,0,0,0,1,3,0,1
1,https://www.laforet.com/agence-immobiliere/blanquefort/acheter/parempuyre/maison-1-piece-21447485,Maison T1 Parempuyre,125,1,0,0,,,1,200000,Maison,Parempuyre,0,0,0,0,0,0,0,0,0
3,https://www.laforet.com/agence-immobiliere/fontenayauxroses/acheter/fontenay-aux-roses/appartement-3-pieces-21447463,Appartement T3 Fontenay-aux-Roses,60,2,1970,8,"Cuisine Amenagee/equipee, Avec ascenseur, 1 balcon(s), 1 cave(s)",1 place(s) ext.,0,277000,Appartement,Fontenay-aux-Roses,0,1,1,1,0,1,0,1,0
4,https://www.laforet.com/agence-immobiliere/avignonsaintroch/acheter/avignon/maison-4-pieces-21447445,Maison T4 Avignon,104,3,0,6,"Cuisine Amenagee, 1 terrasse(s), 1 garage(s)",Avec piscine,1,315000,Maison,Avignon,1,0,1,0,0,0,1,0,1
1,https://www.laforet.com/agence-immobiliere/noisylegrand/acheter/noisy-le-grand/appartement-1-piece-21447354,Appartement T1 Noisy-le-Grand,33,1,1975,6,"Cuisine Amenagee/equipee, 1 balcon(s), 1 cave(s)",,0,165000,Appartement,Noisy-le-Grand,0,0,1,0,0,1,0,1,0
2,https://www.laforet.com/agence-immobiliere/redon/acheter/saint-nicolas-de-redon/appartement-2-pieces-21447314,Appartement T2 Saint-Nicolas-de-Redon,47,1,0,2,Cuisine Nue,,0,45790,Appartement,Saint-Nicolas-de-Redon,0,0,0,0,0,0,0,0,0
4,https://www.laforet.com/agence-immobiliere/aucamville/acheter/aucamville/appartement-4-pieces-21447280,Appartement T4 pres de Aucamville,85,3,2004,4,"Cuisine Amenagee/equipee, 1 terrasse(s)","2 place(s) ext., Avec piscine",0,229000,Appartement,Aucamville,1,2,1,0,0,0,1,0,0
4,https://www.laforet.com/agence-immobiliere/brioude/acheter/lavaudieu/maison-21447259,Maison Lavaudieu,90,2,0,2,1 cave(s),,0,144000,Maison,Lavaudieu,0,0,0,0,0,0,0,1,0
1,https://www.laforet.com/agence-immobiliere/paris9mogador/acheter/paris-09/appartement-1-piece-21447118,Appartement T1 Paris 09,14,1,0,2,Avec ascenseur,,0,208000,Appartement,Paris 09,0,0,0,1,0,0,0,0,0
6,https://www.laforet.com/agence-immobiliere/cournondauvergne/acheter/le-crest/maison-6-pieces-21447103,Maison T6 pres de Le Crest,167,4,2014,6,"Cuisine Equipee, 1 terrasse(s), 1 garage(s)",Avec piscine,1,690000,Maison,Le Crest,1,0,0,0,0,0,1,0,1
6,https://www.laforet.com/agence-immobiliere/cournondauvergne/acheter/cournon-dauvergne/maison-6-pieces-21447101,Maison T6 pres de Cournon-d'Auvergne,145,5,1969,0,,,1,229000,Maison,Cournon-d'Auvergne,0,0,0,0,0,0,0,0,0
5,https://www.laforet.com/agence-immobiliere/69villefranche/acheter/villefranche-sur-saone/maison-5-pieces-21447095,Maison T5 pres de Villefranche-sur-Saone,124,3,1974,4,"Cuisine Independante, 1 terrasse(s)",,1,360000,Maison,Villefranche-sur-Saone,0,0,0,0,0,0,1,0,0
4,https://www.laforet.com/agence-immobiliere/rodez/acheter/salles-la-source/maison-4-pieces-21446600,Maison T4 Salles-la-Source,100,1,1789,0,,,0,140000,Maison,Salles-la-Source,0,0,0,0,0,0,0,0,0
1,https://www.laforet.com/agence-immobiliere/chaville/acheter/chaville/appartement-1-piece-21446485,Appartement T1 pres de Chaville,18,1,2008,4,"Cuisine Kitchenet, Avec ascenseur",,0,110000,Appartement,Chaville,0,0,0,1,0,0,0,0,0
4,https://www.laforet.com/agence-immobiliere/chaville/acheter/chaville/appartement-4-pieces-21446482,Appartement T4 Chaville,100,3,1977,8,"Cuisine Independante, Avec ascenseur, 1 terrasse(s), 1 cave(s)",1 place(s) int.,0,499000,Appartement,Chaville,0,1,0,1,0,0,1,1,0
1,https://www.laforet.com/agence-immobiliere/chaville/acheter/sevres/appartement-1-piece-21446474,Appartement T1 Sevres,18,1,2008,4,"Cuisine Kitchenet, Avec ascenseur",,0,110000,Appartement,Sevres,0,0,0,1,0,0,0,0,0
2,https://www.laforet.com/agence-immobiliere/paris7raspail/acheter/paris-07/appartement-2-pieces-21446402,Appartement T2 pres de Paris 07,53,1,0,6,"Cuisine Amenagee/equipee, Avec ascenseur, 1 cave(s)",,0,690000,Appartement,Paris 07,0,0,1,1,0,0,0,1,0
3,https://www.laforet.com/agence-immobiliere/lespavillonssousbois/acheter/les-pavillons-sous-bois/maison-3-pieces-21446373,Maison T3 Les Pavillons-sous-Bois,70,2,2018,6,"Cuisine Amenagee, 1 terrasse(s), 1 garage(s)",,1,316000,Maison,Les Pavillons-sous-Bois,0,0,1,0,0,0,1,0,1
2,https://www.laforet.com/agence-immobiliere/saint-ouen/acheter/saint-denis/appartement-2-pieces-21446358,Appartement T2 pres de Saint-Denis,48,1,0,6,"Avec ascenseur, 1 balcon(s), 1 cave(s)",,0,215000,Appartement,Saint-Denis,0,0,0,1,0,1,0,1,0
3,https://www.laforet.com/agence-immobiliere/montgeron/acheter/yerres/appartement-3-pieces-21446331,Appartement T3 Yerres,64,2,1975,10,"Cuisine Independante, Avec ascenseur, 1 terrasse(s), 1 cave(s), Avec sous-sol",,1,179900,Appartement,Yerres,0,0,0,1,1,0,1,1,0
6,https://www.laforet.com/agence-immobiliere/chalonschamp/acheter/sarry/maison-6-pieces-21446320,Maison T6 Sarry,97,4,0,4,"Cuisine Independante, 1 terrasse(s)",,1,194000,Maison,Sarry,0,0,0,0,0,0,1,0,0
6,https://www.laforet.com/agence-immobiliere/lespavillonssousbois/acheter/les-pavillons-sous-bois/maison-6-pieces-21446272,Maison T6 Les Pavillons-sous-Bois,116,4,1956,6,"Cuisine Amenagee/equipee, 1 balcon(s), Avec sous-sol",,1,449000,Maison,Les Pavillons-sous-Bois,0,0,1,0,1,1,0,0,0
3,https://www.laforet.com/agence-immobiliere/saint-ouen/acheter/saint-ouen/appartement-3-pieces-21446263,Appartement T3 pres de Saint-Ouen,58,2,0,6,"Avec ascenseur, 1 balcon(s), Avec sous-sol",,0,320000,Appartement,Saint-Ouen,0,0,0,1,1,1,0,0,0
3,https://www.laforet.com/agence-immobiliere/arras/acheter/arras/appartement-3-pieces-21446255,Appartement T3 pres de Arras,58,2,0,2,Cuisine Amenagee,,0,122500,Appartement,Arras,0,0,1,0,0,0,0,0,0
3,https://www.laforet.com/agence-immobiliere/begles/acheter/talence/appartement-3-pieces-21446218,Appartement T3 Talence,68,2,1998,4,"Cuisine Amenagee, 1 terrasse(s)",Avec piscine,0,340000,Appartement,Talence,1,0,1,0,0,0,1,0,0
3,https://www.laforet.com/agence-immobiliere/saint-ouen/acheter/saint-denis/appartement-3-pieces-21446188,Appartement T3 pres de Saint-Denis,58,2,0,6,"Avec ascenseur, 1 balcon(s), Avec sous-sol",,0,320000,Appartement,Saint-Denis,0,0,0,1,1,1,0,0,0
7,https://www.laforet.com/agence-immobiliere/fougeres/acheter/la-chapelle-janson/maison-7-pieces-21446178,Maison T7 La Chapelle-Janson,105,3,0,2,Cuisine Amenagee,,1,200500,Maison,La Chapelle-Janson,0,0,1,0,0,0,0,0,0
5,https://www.laforet.com/agence-immobiliere/lanester/acheter/lanester/maison-5-pieces-21446174,Maison T5 Lanester,90,3,1930,4,"Cuisine Amenagee/equipee, Avec sous-sol",,1,315000,Maison,Lanester,0,0,1,0,1,0,0,0,0
3,https://www.laforet.com/agence-immobiliere/vic-le-comte/acheter/manglieu/maison-3-pieces-21446170,Maison T3 Manglieu,86,2,1600,0,,,1,140500,Maison,Manglieu,0,0,0,0,0,0,0,0,0
4,https://www.laforet.com/agence-immobiliere/lecannetdesmaures/acheter/flassans-sur-issole/maison-4-pieces-21446161,Maison T4 pres de Flassans-sur-Issole,102,3,2019,4,"1 terrasse(s), 2 garage(s)",,1,482000,Maison,Flassans-sur-Issole,0,0,0,0,0,0,1,0,2
1,https://www.laforet.com/agence-immobiliere/paris14losserand/acheter/paris-14/appartement-1-piece-21446115,Appartement T1 Paris 14,16,1,0,2,Avec ascenseur,,0,185000,Appartement,Paris 14,0,0,0,1,0,0,0,0,0
2,https://www.laforet.com/agence-immobiliere/annecy-parmelan/acheter/annecy/appartement-2-pieces-21446047,Appartement T2 Annecy,48,1,0,4,"Cuisine Amenagee/equipee, Avec ascenseur",,0,289000,Appartement,Annecy,0,0,1,1,0,0,0,0,0
3,https://www.laforet.com/agence-immobiliere/thuir/acheter/trouillas/maison-3-pieces-21445996,Maison T3 Trouillas,68,2,0,4,"Cuisine Amenagee, 1 garage(s)",,1,108000,Maison,Trouillas,0,0,1,0,0,0,0,0,1
6,https://www.laforet.com/agence-immobiliere/neauphle/acheter/saulx-marchais/maison-6-pieces-21445966,Maison T6 Saulx-Marchais,110,4,1999,2,Cuisine Independante,,1,439000,Maison,Saulx-Marchais,0,0,0,0,0,0,0,0,0
2,https://www.laforet.com/agence-immobiliere/antony-gare/acheter/antony/appartement-2-pieces-21445961,Appartement T2 Antony,44,1,1975,6,"Cuisine Independante, 1 balcon(s), 1 cave(s)",,0,250000,Appartement,Antony,0,0,0,0,0,1,0,1,0
6,https://www.laforet.com/agence-immobiliere/perpignan/acheter/perpignan/maison-6-pieces-21445954,Maison T6 Perpignan,150,4,1965,8,"Cuisine Independante, 1 balcon(s), 1 terrasse(s), 1 garage(s)",,1,217500,Maison,Perpignan,0,0,0,0,0,1,1,0,1
4,https://www.laforet.com/agence-immobiliere/nanterre/acheter/nanterre/maison-4-pieces-21445946,Maison T4 Nanterre,75,3,2000,2,1 garage(s),,1,420000,Maison,Nanterre,0,0,0,0,0,0,0,0,1
4,https://www.laforet.com/agence-immobiliere/brunoy/acheter/brunoy/appartement-4-pieces-21445926,Appartement T4 Brunoy,67,2,1960,4,"Cuisine Simple, 1 cave(s)",,0,129000,Appartement,Brunoy,0,0,0,0,0,0,0,1,0
3,https://www.laforet.com/agence-immobiliere/canet-en-roussillon/acheter/claira/maison-3-pieces-21445887,Maison T3 Claira,48,2,0,0,,,0,56000,Maison,Claira,0,0,0,0,0,0,0,0,0
2,https://www.laforet.com/agence-immobiliere/paris15convention/acheter/paris-15/appartement-2-pieces-21445826,Appartement T2 Paris 15,28,1,1930,0,,,0,321000,Appartement,Paris 15,0,0,0,0,0,0,0,0,0
3,https://www.laforet.com/agence-immobiliere/paris15lourmel/acheter/paris-15/appartement-3-pieces-21445824,Appartement T3 Paris 15,74,2,1952,4,"Cuisine Independante, 1 cave(s)",,0,732000,Appartement,Paris 15,0,0,0,0,0,0,0,1,0
3,https://www.laforet.com/agence-immobiliere/brioude/acheter/montclard/maison-3-pieces-21445689,Maison T3 Montclard,100,2,0,0,,,1,90000,Maison,Montclard,0,0,0,0,0,0,0,0,0
4,https://www.laforet.com/agence-immobiliere/saintgenislaval/acheter/lyon-07/appartement-4-pieces-21445683,Appartement T4 Lyon 07,92,3,2003,4,"Avec ascenseur, 1 garage(s)",,0,476000,Appartement,Lyon 07,0,0,0,1,0,0,0,0,1
4,https://www.laforet.com/agence-immobiliere/vic-le-comte/acheter/authezat/maison-4-pieces-21445648,Maison T4 Authezat,86,3,1806,2,Cuisine Simple,,0,140500,Maison,Authezat,0,0,0,0,0,0,0,0,0
5,https://www.laforet.com/agence-immobiliere/massy/acheter/massy/appartement-5-pieces-21445632,Appartement T5 Massy,116,3,1971,6,"Cuisine Independante, Avec ascenseur, 1 balcon(s)",1 place(s) int.,0,230000,Appartement,Massy,0,1,0,1,0,1,0,0,0
2,https://www.laforet.com/agence-immobiliere/champigny/acheter/champigny-sur-marne/appartement-2-pieces-21445614,Appartement T2 Champigny-sur-Marne,39,1,1930,6,"Avec ascenseur, 1 cave(s), 1 garage(s)",,0,212000,Appartement,Champigny-sur-Marne,0,0,0,1,0,0,0,1,1
4,https://www.laforet.com/agence-immobiliere/chauny/acheter/tergnier/maison-4-pieces-21445598,Maison T4 pres de Tergnier,100,2,0,6,"Cuisine Amenagee/equipee, 1 terrasse(s), 1 cave(s)",,1,96000,Maison,Tergnier,0,0,1,0,0,0,1,1,0
4,https://www.laforet.com/agence-immobiliere/villerssurmer/acheter/pont-leveque/maison-4-pieces-21445597,Maison T4 pres de Pont-l'avaªque,124,2,1940,4,"Cuisine Nue, 1 cave(s)",,1,130400,Maison,Pont-l'avaªque,0,0,0,0,0,0,0,1,0
4,https://www.laforet.com/agence-immobiliere/chaville/acheter/rueil-malmaison/appartement-4-pieces-21445574,Appartement T4 Rueil-Malmaison,82,3,2018,8,"Cuisine Americaine, Avec ascenseur, 1 terrasse(s), 1 cave(s)",2 place(s) int.,1,649000,Appartement,Rueil-Malmaison,0,2,0,1,0,0,1,1,0
2,https://www.laforet.com/agence-immobiliere/paris11nation/acheter/paris-20/appartement-2-pieces-21445571,Appartement T2 Paris 20,29,1,0,4,"Cuisine Americaine, 1 cave(s)",,0,299000,Appartement,Paris 20,0,0,0,0,0,0,0,1,0
4,https://www.laforet.com/agence-immobiliere/clermont/acheter/agnetz/maison-4-pieces-21445549,Maison T4 Agnetz,92,2,1800,6,"1 terrasse(s), 1 cave(s), 2 garage(s)",,1,192000,Maison,Agnetz,0,0,0,0,0,0,1,1,2
4,https://www.laforet.com/agence-immobiliere/clermont/acheter/clermont/maison-4-pieces-21445547,Maison T4 pres de Clermont,69,2,1998,2,Cuisine Amenagee/equipee,,1,175000,Maison,Clermont,0,0,1,0,0,0,0,0,0
3,https://www.laforet.com/agence-immobiliere/paris12garedelyon/acheter/paris-12/appartement-3-pieces-21445512,Appartement T3 Paris 12,54,1,1925,8,"Cuisine Independante, Avec ascenseur, 1 balcon(s), 1 cave(s)",,0,580000,Appartement,Paris 12,0,0,0,1,0,1,0,1,0
3,https://www.laforet.com/agence-immobiliere/paris20gambetta/acheter/paris-20/appartement-3-pieces-21445508,Appartement T3 Paris 20,92,2,1970,4,"1 cave(s), Avec sous-sol",,0,695000,Appartement,Paris 20,0,0,0,0,1,0,0,1,0
4,https://www.laforet.com/agence-immobiliere/paris20gambetta/acheter/paris-11/appartement-4-pieces-21445507,Appartement T4 Paris 11,92,3,1970,4,"1 cave(s), Avec sous-sol",,0,695000,Appartement,Paris 11,0,0,0,0,1,0,0,1,0
4,https://www.laforet.com/agence-immobiliere/paris20gambetta/acheter/paris-20/appartement-4-pieces-21445506,Appartement T4 Paris 20,92,3,1970,4,"1 cave(s), Avec sous-sol",,0,695000,Appartement,Paris 20,0,0,0,0,1,0,0,1,0
2,https://www.laforet.com/agence-immobiliere/paris20gambetta/acheter/paris-20/appartement-2-pieces-21445503,Appartement T2 Paris 20,45,1,1976,6,"1 terrasse(s), 1 cave(s), Avec sous-sol",,0,420000,Appartement,Paris 20,0,0,0,0,1,0,1,1,0
4,https://www.laforet.com/agence-immobiliere/lattes/acheter/perols/maison-4-pieces-21445496,Maison T4 Perols,99,3,0,2,Cuisine Amenagee,,1,420000,Maison,Perols,0,0,1,0,0,0,0,0,0
6,https://www.laforet.com/agence-immobiliere/sevres/acheter/boulogne-billancourt/appartement-6-pieces-21445495,Appartement T6 Boulogne-Billancourt,143,4,0,12,"Cuisine Amenagee, Avec ascenseur, 4 balcon(s), 2 cave(s), Avec sous-sol, 1 garage(s)",1 place(s) int.,0,1197000,Appartement,Boulogne-Billancourt,0,1,1,1,1,4,0,2,1
4,https://www.laforet.com/agence-immobiliere/sevres/acheter/sevres/maison-4-pieces-21445494,Maison T4 Sevres,75,3,1950,4,"1 balcon(s), 1 garage(s)",,1,578000,Maison,Sevres,0,0,0,0,0,1,0,0,1
3,https://www.laforet.com/agence-immobiliere/annecy-parmelan/acheter/epagny-metz-tessy/appartement-3-pieces-21445491,Appartement T3 Epagny Metz-Tessy,73,2,2005,12,"Cuisine Americaine, Avec ascenseur, 1 terrasse(s), 1 cave(s), Avec sous-sol, 1 garage(s)",,0,359900,Appartement,Epagny Metz-Tessy,0,0,0,1,1,0,1,1,1
1,https://www.laforet.com/agence-immobiliere/frejus/acheter/frejus/appartement-1-piece-21445475,Appartement T1 Frejus,28,1,1982,6,"Avec ascenseur, 1 terrasse(s), Meuble",,0,129000,Appartement,Frejus,0,0,0,1,0,0,1,0,0
3,https://www.laforet.com/agence-immobiliere/marseille11/acheter/marseille-14/appartement-3-pieces-21445464,Appartement T3 Marseille 14,62,2,1970,4,"Avec ascenseur, 1 cave(s)",,0,105000,Appartement,Marseille 14,0,0,0,1,0,0,0,1,0
5,https://www.laforet.com/agence-immobiliere/saint-just-saint-rambert/acheter/saint-etienne/appartement-5-pieces-21445425,Appartement T5 Saint-atienne,110,4,0,8,"Cuisine Amenagee/equipee, Avec ascenseur, 1 garage(s), Meuble",,0,170000,Appartement,Saint-atienne,0,0,1,1,0,0,0,0,1
3,https://www.laforet.com/agence-immobiliere/marseille8/acheter/marseille-07/appartement-3-pieces-21445366,Appartement T3 Marseille 07,75,2,2015,6,"Avec ascenseur, 1 terrasse(s), 1 garage(s)",Avec piscine,0,1070000,Appartement,Marseille 07,1,0,0,1,0,0,1,0,1
1,https://www.laforet.com/agence-immobiliere/colmar/acheter/turckheim/appartement-1-piece-21445347,Appartement T1 Turckheim,31,1,0,8,"Cuisine Kitchenet, Avec ascenseur, 1 cave(s), Avec sous-sol",,0,38000,Appartement,Turckheim,0,0,0,1,1,0,0,1,0
4,https://www.laforet.com/agence-immobiliere/fecamp/acheter/yvetot/maison-4-pieces-21445286,Maison T4 pres de Yvetot,79,3,2010,4,"Cuisine Amenagee/equipee, 1 garage(s)",,1,197000,Maison,Yvetot,0,0,1,0,0,0,0,0,1
3,https://www.laforet.com/agence-immobiliere/montpellierportmarianne/acheter/montpellier/appartement-3-pieces-21445268,Appartement T3 Montpellier,71,2,1990,6,"Cuisine Amenagee/equipee, 1 terrasse(s), 1 garage(s)",,0,213000,Appartement,Montpellier,0,0,1,0,0,0,1,0,1
2,https://www.laforet.com/agence-immobiliere/chatou/acheter/chatou/appartement-2-pieces-21445261,Appartement T2 Chatou,26,1,0,2,1 balcon(s),,0,295000,Appartement,Chatou,0,0,0,0,0,1,0,0,0
3,https://www.laforet.com/agence-immobiliere/courbevoie/acheter/courbevoie/appartement-3-pieces-21445258,Appartement T3 Courbevoie,49,1,1930,4,"Cuisine Americaine, 1 cave(s)",,0,299000,Appartement,Courbevoie,0,0,0,0,0,0,0,1,0
3,https://www.laforet.com/agence-immobiliere/antony/acheter/antony/appartement-3-pieces-21445245,Appartement T3 Antony,87,2,1992,8,"Cuisine Independante, 1 terrasse(s), 1 cave(s), 1 garage(s)",,0,609000,Appartement,Antony,0,0,0,0,0,0,1,1,1
6,https://www.laforet.com/agence-immobiliere/manosque/acheter/montfuron/maison-6-pieces-21445221,Maison T6 pres de Montfuron,154,4,0,4,"3 terrasse(s), 1 cave(s)",,1,318000,Maison,Montfuron,0,0,0,0,0,0,3,1,0
3,https://www.laforet.com/agence-immobiliere/paris4-marais/acheter/paris-01/appartement-3-pieces-21445216,Appartement T3 pres de Paris 01,80,2,0,4,"Cuisine Americaine, Avec ascenseur",,0,1135000,Appartement,Paris 01,0,0,0,1,0,0,0,0,0
6,https://www.laforet.com/agence-immobiliere/lagarde/acheter/la-garde/maison-6-pieces-21445163,Maison T6 La Garde,138,3,1985,6,"Cuisine Independante, 2 terrasse(s), Avec sous-sol",,1,665000,Maison,La Garde,0,0,0,0,1,0,2,0,0
3,https://www.laforet.com/agence-immobiliere/brest/acheter/brest/appartement-3-pieces-21445082,Appartement T3 Brest,57,2,0,4,"Cuisine Amenagee/equipee, 1 cave(s)",,0,128400,Appartement,Brest,0,0,1,0,0,0,0,1,0
4,https://www.laforet.com/agence-immobiliere/sotteville/acheter/le-petit-quevilly/appartement-4-pieces-21445079,Appartement T4 Le Petit-Quevilly,87,3,0,10,"Cuisine Amenagee/equipee, Avec ascenseur, 1 balcon(s), 1 cave(s), 1 garage(s)",,0,124000,Appartement,Le Petit-Quevilly,0,0,1,1,0,1,0,1,1
3,https://www.laforet.com/agence-immobiliere/lespavillonssousbois/acheter/livry-gargan/maison-3-pieces-21445076,Maison T3 Livry-Gargan,55,2,1940,0,,,1,248000,Maison,Livry-Gargan,0,0,0,0,0,0,0,0,0
6,https://www.laforet.com/agence-immobiliere/lespavillonssousbois/acheter/livry-gargan/maison-6-pieces-21445072,Maison T6 Livry-Gargan,155,4,1950,2,Cuisine Amenagee/equipee,,1,480000,Maison,Livry-Gargan,0,0,1,0,0,0,0,0,0
2,https://www.laforet.com/agence-immobiliere/saintlaurentduvar/acheter/saint-laurent-du-var/appartement-2-pieces-21444942,Appartement T2 Saint-Laurent-du-Var,48,1,2018,6,"Cuisine Americaine, Avec ascenseur, 1 terrasse(s)",,0,273000,Appartement,Saint-Laurent-du-Var,0,0,0,1,0,0,1,0,0
8,https://www.laforet.com/agence-immobiliere/antibes/acheter/biot/maison-8-pieces-21444712,Maison T8 Biot,142,6,1984,2,Cuisine Amenagee/equipee,,1,799000,Maison,Biot,0,0,1,0,0,0,0,0,0
4,https://www.laforet.com/agence-immobiliere/antibes/acheter/antibes/maison-4-pieces-21444702,Maison T4 Antibes,104,3,1980,8,"Cuisine Independante, 1 terrasse(s), 1 cave(s), 1 garage(s)",,1,610000,Maison,Antibes,0,0,0,0,0,0,1,1,1
